# seed  cv_score  training_mse  validation_mse  training_time(s)
9.014000000000000000e+03 3.792453359809254465e+00 3.789489228916055996e+00 4.639533667545207685e+00 4.215629100799560547e-01
4.792000000000000000e+03 3.792746545716474849e+00 3.746473707039300383e+00 4.655910051103131941e+00 8.800191879272460938e-01
3.999000000000000000e+03 3.792986478066157296e+00 3.876667502786244501e+00 4.789651051798253789e+00 3.255770206451416016e-01
8.317000000000000000e+03 3.793898886311686258e+00 3.715298008895986381e+00 4.617506051580761550e+00 5.484454631805419922e-01
9.855000000000000000e+03 3.797738059328385596e+00 3.903637018389976010e+00 4.774414830578200153e+00 4.441313743591308594e-01
4.162000000000000000e+03 3.801171295850836795e+00 3.836209597437654661e+00 4.754887142368902531e+00 7.438323497772216797e-01
1.522000000000000000e+03 3.804770112783406155e+00 3.726825446469154368e+00 4.505593140446716660e+00 8.540484905242919922e-01
5.160000000000000000e+03 3.808575249800456586e+00 3.751541466953287163e+00 4.547916659114807025e+00 4.308736324310302734e-01
1.692000000000000000e+03 3.812574853959895371e+00 3.809192738226122810e+00 4.629963650118938290e+00 3.252167701721191406e-01
3.783000000000000000e+03 3.813304951506114371e+00 3.859710332354625351e+00 4.706512884251048412e+00 8.546094894409179688e-01
2.569000000000000000e+03 3.816144270837759311e+00 3.864646005253473238e+00 4.790872066414333830e+00 6.374993324279785156e-01
6.920000000000000000e+02 3.817416331850294942e+00 3.783140937652203384e+00 4.601222562416460882e+00 4.254195690155029297e-01
7.740000000000000000e+03 3.818304354722295901e+00 3.870219740407316422e+00 4.765060483046595685e+00 5.337474346160888672e-01
8.000000000000000000e+01 3.820662566566571883e+00 3.778183585523987364e+00 4.690842544819989079e+00 9.884080886840820312e-01
8.208000000000000000e+03 3.823837723938162014e+00 3.731168160223728325e+00 4.627262687954177167e+00 6.623420715332031250e-01
5.496000000000000000e+03 3.824158375830427392e+00 3.742067675049183695e+00 4.628057122019481717e+00 8.781881332397460938e-01
4.722000000000000000e+03 3.825202942989269328e+00 3.866321782834745591e+00 4.791062244631054234e+00 9.861779212951660156e-01
2.145000000000000000e+03 3.826679009687213640e+00 3.789925333311671363e+00 4.612020915777956809e+00 7.713792324066162109e-01
1.732000000000000000e+03 3.828633558961843875e+00 3.838230924386119902e+00 4.761682181779713474e+00 5.594379901885986328e-01
5.509000000000000000e+03 3.829900400191831977e+00 3.828592418222151572e+00 4.727696780895313644e+00 8.843870162963867188e-01
8.960000000000000000e+02 3.830114847899868558e+00 3.876521829415306541e+00 4.802028221934141250e+00 4.419121742248535156e-01
1.967000000000000000e+03 3.832658565401642736e+00 3.718066700626059262e+00 4.586595279077070764e+00 5.636603832244873047e-01
9.810000000000000000e+03 3.833990135234637275e+00 3.804514643062894219e+00 4.641286456040928599e+00 1.294357538223266602e+00
8.355000000000000000e+03 3.835786469211812655e+00 3.736206962579750268e+00 4.471406883601173554e+00 8.836922645568847656e-01
3.983000000000000000e+03 3.836193746004521898e+00 3.701454135798540879e+00 4.563685904460543341e+00 8.810577392578125000e-01
6.124000000000000000e+03 3.840228970609724346e+00 3.895927502806129539e+00 4.808191054084625549e+00 6.620905399322509766e-01
2.436000000000000000e+03 3.841173631637155417e+00 3.837882428364785881e+00 4.733454189672656298e+00 8.831880092620849609e-01
7.481000000000000000e+03 3.842966342891295461e+00 3.842547828051852132e+00 4.761407411533772560e+00 7.498610019683837891e-01
2.249000000000000000e+03 3.849338318853328555e+00 3.713996210809215270e+00 4.483800906775393003e+00 5.624098777770996094e-01
8.390000000000000000e+03 3.850007178718937162e+00 3.880090271126724666e+00 4.794953928828445733e+00 6.480946540832519531e-01
9.766000000000000000e+03 3.856578783357844653e+00 3.813932723668180813e+00 4.732546921243456772e+00 6.370468139648437500e-01
3.733000000000000000e+03 3.856796111777750724e+00 3.744609785941036773e+00 4.619512324849629259e+00 6.755790710449218750e-01
4.409000000000000000e+03 3.856802276910598071e+00 3.934389931054264711e+00 4.861309994787984756e+00 7.823493480682373047e-01
7.764000000000000000e+03 3.857166355272420244e+00 3.914376507129655014e+00 4.837851594166814984e+00 7.728500366210937500e-01
4.349000000000000000e+03 3.858399640847733902e+00 3.821920960042993975e+00 4.721412252606005389e+00 7.534604072570800781e-01
4.087000000000000000e+03 3.859898599580379397e+00 3.914236656662918090e+00 4.823744663685249456e+00 4.472427368164062500e-01
8.325000000000000000e+03 3.865634577204249300e+00 3.798819167604548852e+00 4.714600375632831408e+00 8.840720653533935547e-01
4.165000000000000000e+03 3.868914285875800996e+00 3.968425533120317983e+00 4.910684651650786492e+00 5.366497039794921875e-01
2.981000000000000000e+03 3.869494654620230456e+00 3.885360495707244510e+00 4.814886558111033388e+00 7.775235176086425781e-01
4.953000000000000000e+03 3.870320551915722440e+00 3.842560343833002268e+00 4.726619742613378250e+00 4.418232440948486328e-01
5.856000000000000000e+03 3.871043301617401511e+00 3.858477796598268839e+00 4.747200934995666977e+00 9.603734016418457031e-01
9.544000000000000000e+03 3.871781855228562996e+00 3.902127704512770912e+00 4.805975453165983957e+00 4.255521297454833984e-01
1.912000000000000000e+03 3.873651392219715550e+00 3.687794159263663385e+00 4.524036085264933504e+00 4.468729496002197266e-01
1.617000000000000000e+03 3.875345642363901444e+00 3.794496680974249969e+00 4.621897078639655376e+00 6.526460647583007812e-01
3.200000000000000000e+03 3.876681659360939669e+00 3.777756115281716731e+00 4.688300874843276844e+00 8.554041385650634766e-01
5.590000000000000000e+02 3.876850146649162276e+00 3.846197059398688278e+00 4.766069300898901240e+00 7.619843482971191406e-01
4.614000000000000000e+03 3.878624283947942786e+00 3.759231229929164808e+00 4.599284253735817174e+00 7.733113765716552734e-01
7.036000000000000000e+03 3.879976845006558595e+00 3.917126501373815017e+00 4.850878546619991738e+00 5.625574588775634766e-01
4.955000000000000000e+03 3.881745339417962182e+00 3.898463503518047268e+00 4.824724953848269493e+00 4.514658451080322266e-01
6.887000000000000000e+03 3.884111170335235563e+00 3.850887778310797316e+00 4.773832562816540559e+00 8.485310077667236328e-01
5.310000000000000000e+02 3.885809752429163488e+00 3.786563347909935207e+00 4.696000047613874351e+00 4.355549812316894531e-01
3.256000000000000000e+03 3.886070807515726866e+00 3.883880125414439277e+00 4.813744577149813075e+00 7.505998611450195312e-01
1.475000000000000000e+03 3.891959182679413320e+00 4.027396928345496896e+00 4.937333683676255802e+00 3.387150764465332031e-01
2.420000000000000000e+03 3.892578558537164390e+00 3.840709177756806980e+00 4.708994691553170853e+00 3.180830478668212891e-01
8.672000000000000000e+03 3.895000486215361768e+00 3.898911217117996486e+00 4.826377092721086726e+00 8.549995422363281250e-01
9.011000000000000000e+03 3.896898166197375613e+00 4.013249814724844988e+00 4.960492457103104158e+00 4.514203071594238281e-01
4.539000000000000000e+03 3.899311399819874957e+00 3.972460167479137549e+00 4.907823541372359877e+00 4.420778751373291016e-01
1.240000000000000000e+02 3.899639484580617932e+00 3.836501062542581053e+00 4.644064456577718047e+00 7.531712055206298828e-01
5.043000000000000000e+03 3.899674781952940261e+00 3.751318325424918498e+00 4.636145588869431400e+00 5.314836502075195312e-01
1.492000000000000000e+03 3.900520706336226162e+00 3.953312637167825550e+00 4.890510297076001045e+00 4.415807723999023438e-01
4.550000000000000000e+03 3.902461317115132999e+00 3.885674964071971882e+00 4.802802821787226506e+00 7.759754657745361328e-01
3.764000000000000000e+03 3.902701396575628312e+00 3.914578268225432645e+00 4.828016990574521827e+00 7.522921562194824219e-01
6.425000000000000000e+03 3.903350331619731772e+00 4.074141770154510844e+00 5.029887786269816807e+00 3.318016529083251953e-01
7.592000000000000000e+03 3.905138161837546029e+00 3.929997053902063442e+00 4.866189405215149755e+00 4.329807758331298828e-01
1.110000000000000000e+02 3.905382034720768836e+00 3.815115760447599147e+00 4.701396889962332182e+00 5.654277801513671875e-01
1.924000000000000000e+03 3.907790077682924412e+00 3.878650165313130671e+00 4.807426337882525935e+00 5.345523357391357422e-01
6.569000000000000000e+03 3.908358081121808603e+00 3.907428070721846058e+00 4.826846909780174499e+00 6.767897605895996094e-01
9.191000000000000000e+03 3.909558344196872870e+00 3.954834763710670664e+00 4.894665183592169733e+00 6.722550392150878906e-01
7.960000000000000000e+03 3.911094527161814938e+00 3.927047345150461055e+00 4.860376740290776709e+00 4.234857559204101562e-01
1.257000000000000000e+03 3.912466876489479439e+00 3.927004822217484037e+00 4.864322449366875745e+00 7.596793174743652344e-01
5.802000000000000000e+03 3.914949782086635910e+00 3.825395618168806244e+00 4.649267525274860979e+00 6.765921115875244141e-01
2.974000000000000000e+03 3.915037755121562491e+00 3.944871603376574054e+00 4.882049437780854539e+00 6.562774181365966797e-01
3.446000000000000000e+03 3.915549344369988916e+00 3.939343100977346523e+00 4.844751246260554645e+00 4.486675262451171875e-01
8.650000000000000000e+03 3.918244139645580937e+00 3.930455362060041313e+00 4.842669413288816394e+00 5.745563507080078125e-01
1.332000000000000000e+03 3.923627949173766893e+00 4.058800766353339640e+00 5.009020676986220444e+00 4.487202167510986328e-01
7.960000000000000000e+02 3.929448185508418678e+00 3.992940446004779265e+00 4.807813027992193788e+00 4.553196430206298828e-01
7.705000000000000000e+03 3.930004050094979995e+00 3.816318086284572253e+00 4.698065118950271568e+00 5.662913322448730469e-01
6.695000000000000000e+03 3.931707520184124949e+00 3.863565185641949284e+00 4.785067294317522091e+00 7.797083854675292969e-01
2.612000000000000000e+03 3.935441924993365426e+00 3.960600216279423602e+00 4.901200767270377234e+00 6.411776542663574219e-01
8.575000000000000000e+03 3.935544083327129350e+00 3.876289730468844397e+00 4.802899625070763179e+00 7.510411739349365234e-01
2.321000000000000000e+03 3.935588703534497856e+00 3.949109123832840851e+00 4.889495368837573963e+00 6.628046035766601562e-01
9.975000000000000000e+03 3.936205418908522269e+00 3.945823117424092530e+00 4.812426201450873187e+00 5.813174247741699219e-01
5.751000000000000000e+03 3.939414738330054178e+00 3.898404470587937709e+00 4.825290273673622288e+00 4.461719989776611328e-01
7.595000000000000000e+03 3.940576577256639901e+00 4.032500733060376596e+00 4.932711331540131638e+00 4.529902935028076172e-01
7.850000000000000000e+02 3.941812640016997271e+00 3.947481654097363624e+00 4.850190845359712455e+00 4.577591419219970703e-01
4.329000000000000000e+03 3.942643501781604609e+00 3.940525558486204005e+00 4.863834684018524257e+00 5.582652091979980469e-01
1.727000000000000000e+03 3.943728231458133227e+00 3.773611963548595405e+00 4.635899167913517971e+00 4.482674598693847656e-01
4.375000000000000000e+03 3.947555226811934492e+00 3.833139041523607293e+00 4.716710302230693763e+00 6.600766181945800781e-01
6.112000000000000000e+03 3.949225891768203489e+00 3.982226935360015041e+00 4.877203934441645572e+00 4.166810512542724609e-01
4.726000000000000000e+03 3.949875399835976797e+00 3.969499537233299513e+00 4.912077493329897848e+00 5.705599784851074219e-01
3.355000000000000000e+03 3.950568698369760767e+00 4.001172800271501018e+00 4.947214727149257918e+00 6.700999736785888672e-01
3.517000000000000000e+03 3.950733125542268631e+00 3.919286193953610109e+00 4.848399023256172669e+00 6.547338962554931641e-01
8.101000000000000000e+03 3.951818404928874706e+00 4.007820146297855324e+00 4.872069504668096407e+00 6.701412200927734375e-01
5.568000000000000000e+03 3.952211103467883735e+00 3.944745794914560566e+00 4.825554857775185447e+00 4.317171573638916016e-01
7.615000000000000000e+03 3.952599017378047197e+00 3.918259522099957426e+00 4.821899749162681381e+00 7.841050624847412109e-01
7.380000000000000000e+03 3.954592139868496226e+00 3.922923533045372224e+00 4.838094395841407547e+00 6.444475650787353516e-01
5.992000000000000000e+03 3.955645621129182388e+00 3.930786449313194097e+00 4.827892519937632798e+00 7.699580192565917969e-01
7.145000000000000000e+03 3.955952330713775389e+00 3.974778015162366174e+00 4.881438788948160301e+00 6.763074398040771484e-01
8.863000000000000000e+03 3.956352905561732136e+00 4.012959242448239650e+00 4.958816491009936378e+00 5.360264778137207031e-01
6.626000000000000000e+03 3.957396545686630240e+00 4.070769791580444164e+00 5.017180562409873978e+00 4.275310039520263672e-01
6.089000000000000000e+03 3.957440717751352643e+00 3.904313623038758063e+00 4.796632941811854955e+00 6.455993652343750000e-01
7.833000000000000000e+03 3.957923677637138038e+00 4.017502259310666624e+00 4.955792662290963158e+00 4.465506076812744141e-01
9.142000000000000000e+03 3.959036378269062517e+00 4.096341121175808730e+00 5.055060137665158493e+00 4.483768939971923828e-01
3.741000000000000000e+03 3.962760059574039762e+00 3.947772278672192492e+00 4.837005574313427481e+00 4.593846797943115234e-01
7.425000000000000000e+03 3.964271704881977776e+00 3.876515516557007768e+00 4.802333719847317717e+00 4.511024951934814453e-01
7.000000000000000000e+01 3.965699001122200862e+00 3.971993717383485389e+00 4.913157911315192194e+00 5.516920089721679688e-01
6.620000000000000000e+02 3.967193760378812328e+00 3.835552931436992719e+00 4.759538297736686907e+00 6.595706939697265625e-01
6.720000000000000000e+02 3.969762061708750345e+00 4.004826440450219849e+00 4.907618337336091763e+00 3.447873592376708984e-01
7.064000000000000000e+03 3.971897044845351221e+00 3.941555604839875659e+00 4.877233716838128785e+00 6.462254524230957031e-01
4.201000000000000000e+03 3.973895932291975353e+00 3.976413858167182180e+00 4.853298266297337626e+00 3.236415386199951172e-01
3.436000000000000000e+03 3.974151081236304783e+00 3.809527743181548853e+00 4.645035592032009220e+00 6.691880226135253906e-01
6.759000000000000000e+03 3.974367249898135501e+00 3.837769279479884332e+00 4.751015839503787141e+00 3.299024105072021484e-01
5.403000000000000000e+03 3.974371597322841954e+00 3.984026030118475781e+00 4.854536367952897002e+00 4.415063858032226562e-01
1.106000000000000000e+03 3.976121299895093220e+00 4.076224026953767954e+00 4.987461774987429486e+00 4.541077613830566406e-01
5.086000000000000000e+03 3.976338938774652831e+00 3.981520790647857133e+00 4.887555937554765251e+00 6.743288040161132812e-01
7.858000000000000000e+03 3.977004609102969823e+00 3.853975633657205968e+00 4.754421299298168258e+00 4.465494155883789062e-01
8.972000000000000000e+03 3.980393029630105328e+00 4.019575713672092654e+00 4.961543935436814046e+00 6.496946811676025391e-01
1.292000000000000000e+03 3.980820185545718370e+00 3.954819556619007859e+00 4.807124207776643843e+00 6.805875301361083984e-01
5.755000000000000000e+03 3.981426308470199071e+00 3.957372715669167373e+00 4.897977686768113514e+00 4.529421329498291016e-01
6.827000000000000000e+03 3.985066352881735163e+00 3.883254207787976586e+00 4.703349132838542168e+00 6.790778636932373047e-01
7.007000000000000000e+03 3.991201004167526101e+00 3.901335655318870721e+00 4.807204419562326692e+00 4.434645175933837891e-01
3.738000000000000000e+03 3.991526993055597217e+00 4.014023267250080629e+00 4.909890161038061862e+00 5.408587455749511719e-01
7.774000000000000000e+03 3.993852037614610051e+00 4.083447805204237113e+00 5.039190646169367405e+00 6.760756969451904297e-01
5.531000000000000000e+03 3.996258423285965478e+00 3.947765685352644383e+00 4.881623686496763703e+00 5.546305179595947266e-01
4.108000000000000000e+03 3.997538929413024356e+00 3.997703694079276282e+00 4.911141821327893453e+00 4.229383468627929688e-01
4.574000000000000000e+03 3.997788012800311375e+00 3.891126542209914163e+00 4.815114377037381210e+00 5.670733451843261719e-01
1.074000000000000000e+03 4.000423194851838282e+00 3.961152774879833416e+00 4.896031697179521025e+00 6.807548999786376953e-01
2.455000000000000000e+03 4.001199618774545996e+00 4.039357976301752196e+00 4.934568274413975608e+00 5.738446712493896484e-01
8.077000000000000000e+03 4.002865441825557369e+00 4.012091635884576846e+00 4.958321265622499752e+00 7.842910289764404297e-01
2.750000000000000000e+02 4.006013104315499618e+00 4.012829788760395644e+00 4.907294204775229929e+00 5.614755153656005859e-01
4.070000000000000000e+03 4.008392675017560691e+00 3.919182813324167736e+00 4.821327889785560039e+00 4.587106704711914062e-01
7.295000000000000000e+03 4.008924307444972968e+00 4.022381464392564610e+00 4.926843373337912446e+00 4.297499656677246094e-01
9.482000000000000000e+03 4.010257713651609990e+00 3.966772421096400603e+00 4.872214533190840413e+00 6.539306640625000000e-01
2.649000000000000000e+03 4.011229858322652220e+00 4.108722161749875035e+00 5.061959341028801518e+00 5.677399635314941406e-01
6.411000000000000000e+03 4.015391629283358910e+00 4.036743081376078734e+00 4.986322074558939832e+00 3.343541622161865234e-01
6.833000000000000000e+03 4.015602312843524757e+00 4.025907457679759105e+00 4.959849548596819702e+00 4.403634071350097656e-01
2.937000000000000000e+03 4.020566931071127392e+00 4.092250709845665746e+00 5.048179380568588392e+00 5.688924789428710938e-01
8.906000000000000000e+03 4.023431776046061614e+00 4.023116600049086777e+00 4.969839947672680225e+00 5.636646747589111328e-01
1.815000000000000000e+03 4.024774059180816543e+00 3.999319439761749084e+00 4.843470500371781284e+00 6.785564422607421875e-01
1.067000000000000000e+03 4.026919218519816823e+00 3.959445607788092403e+00 4.846505064231670268e+00 4.426233768463134766e-01
4.904000000000000000e+03 4.028085299459908342e+00 4.075070352148244091e+00 5.023436889243641623e+00 6.491773128509521484e-01
6.127000000000000000e+03 4.028226750427045033e+00 4.043868884616428794e+00 4.985580287156770041e+00 4.471917152404785156e-01
3.630000000000000000e+02 4.029816514603455246e+00 4.026184939314840783e+00 4.968672278599073344e+00 6.833515167236328125e-01
4.962000000000000000e+03 4.030329520420648848e+00 4.055866353999506124e+00 5.002583460699002949e+00 5.658524036407470703e-01
2.638000000000000000e+03 4.031843043822112449e+00 3.997823082196869660e+00 4.880409642451024155e+00 7.742381095886230469e-01
6.284000000000000000e+03 4.036044611031269547e+00 4.068196302775091588e+00 4.997759618948785842e+00 6.801402568817138672e-01
7.842000000000000000e+03 4.039618909955597914e+00 4.037130876201215024e+00 4.986000579314310954e+00 5.398492813110351562e-01
3.275000000000000000e+03 4.041002406035134165e+00 4.034730227432160810e+00 4.984365064928335087e+00 6.395437717437744141e-01
6.841000000000000000e+03 4.041450101316184984e+00 4.106621825832207584e+00 5.060396374496535898e+00 3.282787799835205078e-01
9.344000000000000000e+03 4.041638322131055006e+00 4.022129410905439073e+00 4.962344083694048003e+00 5.386221408843994141e-01
1.234000000000000000e+03 4.042347396810072269e+00 3.973652600094089493e+00 4.876003595292449866e+00 4.483263492584228516e-01
9.871000000000000000e+03 4.043512209860212536e+00 4.091793979701977335e+00 5.033733274303489935e+00 4.542140960693359375e-01
2.438000000000000000e+03 4.045864182138744880e+00 4.082753824241740048e+00 5.037872772557275169e+00 6.684381961822509766e-01
4.700000000000000000e+03 4.045870389909916653e+00 4.053783351191847295e+00 5.005126873635645346e+00 5.702269077301025391e-01
4.198000000000000000e+03 4.046639797252767679e+00 4.091196949591783039e+00 5.046394130981225246e+00 4.571323394775390625e-01
1.181000000000000000e+03 4.047251291021109587e+00 4.101297419916026143e+00 5.048937592253833984e+00 6.769070625305175781e-01
7.382000000000000000e+03 4.049733896295697022e+00 4.127312436647605054e+00 5.080738939232617213e+00 6.844272613525390625e-01
9.666000000000000000e+03 4.051502948733440412e+00 3.997756297625063571e+00 4.937128737837256587e+00 6.544697284698486328e-01
6.424000000000000000e+03 4.053594143066610478e+00 3.980623963760203665e+00 4.920153535608568163e+00 4.204111099243164062e-01
4.436000000000000000e+03 4.056998655759501915e+00 3.963434272676815695e+00 4.903417873084848111e+00 7.812485694885253906e-01
1.651000000000000000e+03 4.058318897847480677e+00 4.084117642267098169e+00 4.965812723506117798e+00 4.539036750793457031e-01
4.814000000000000000e+03 4.059714979387712752e+00 3.949756156446327271e+00 4.827985949185930714e+00 5.540492534637451172e-01
7.939000000000000000e+03 4.059756721457222994e+00 4.199875617367767155e+00 5.140510365994859221e+00 7.873792648315429688e-01
3.884000000000000000e+03 4.061749281078439466e+00 3.851652095583056212e+00 4.777604886569187137e+00 4.435796737670898438e-01
5.796000000000000000e+03 4.064663626102195337e+00 4.063222074018476349e+00 4.981168207622418187e+00 6.831407546997070312e-01
5.929000000000000000e+03 4.073354371481686442e+00 4.096282724765835326e+00 5.047730608661275653e+00 7.571113109588623047e-01
5.103000000000000000e+03 4.073407920042079411e+00 4.089393818899236699e+00 5.045491207211162177e+00 4.304406642913818359e-01
1.476000000000000000e+03 4.078912285218633471e+00 3.874222013423180844e+00 4.794049133703413013e+00 3.390007019042968750e-01
5.693000000000000000e+03 4.084284550829798022e+00 4.050209556326409555e+00 4.965521440546836196e+00 6.569151878356933594e-01
4.832000000000000000e+03 4.092512304920761679e+00 4.108315477665152038e+00 5.068228505245452986e+00 5.579159259796142578e-01
9.850000000000000000e+03 4.096040822075754484e+00 4.131122635559069778e+00 5.092338628534138323e+00 5.361366271972656250e-01
2.738000000000000000e+03 4.096586911358245153e+00 4.143169333370318341e+00 5.097642426870624632e+00 5.561654567718505859e-01
9.710000000000000000e+03 4.104927395098579623e+00 4.232289773658602705e+00 5.201844720992280457e+00 5.650897026062011719e-01
3.222000000000000000e+03 4.106630100914513193e+00 4.267366158539513954e+00 5.240501049620088558e+00 3.475680351257324219e-01
1.857000000000000000e+03 4.107273897121275219e+00 3.873000632868889070e+00 4.712395015110484309e+00 4.532639980316162109e-01
6.674000000000000000e+03 4.108371617666632503e+00 4.041363278189312069e+00 4.991784068237062222e+00 5.711848735809326172e-01
3.637000000000000000e+03 4.113153722617286512e+00 4.210725346247357059e+00 5.150467813786369753e+00 4.573853015899658203e-01
9.702000000000000000e+03 4.114209627830055283e+00 4.141662986116515732e+00 5.099746418945707127e+00 6.706798076629638672e-01
7.012000000000000000e+03 4.114968338993591601e+00 3.965413475478434702e+00 4.833725685651894644e+00 4.262285232543945312e-01
6.928000000000000000e+03 4.121893504873440861e+00 4.078703375413786247e+00 5.027777949156818416e+00 5.686016082763671875e-01
1.264000000000000000e+03 4.125740257628409680e+00 4.021251919492195626e+00 4.960649338412294718e+00 4.475464820861816406e-01
4.227000000000000000e+03 4.126644829790764746e+00 4.082638128342779282e+00 5.035071478146122992e+00 4.666540622711181641e-01
2.572000000000000000e+03 4.126999845322059990e+00 4.125643928666957727e+00 5.041349977448842168e+00 5.748445987701416016e-01
6.500000000000000000e+03 4.127286747364646402e+00 4.144167431308229510e+00 5.082056459047529451e+00 4.279983043670654297e-01
4.242000000000000000e+03 4.127926208165008326e+00 4.093153654350182080e+00 5.051333427493639228e+00 8.826026916503906250e-01
7.008000000000000000e+03 4.128394952057369061e+00 4.232066521487597655e+00 5.199863844456399598e+00 5.814340114593505859e-01
3.996000000000000000e+03 4.129610066427000348e+00 4.152595747434330242e+00 5.090935616309215206e+00 4.291763305664062500e-01
8.022000000000000000e+03 4.133665946710374683e+00 4.027297464967434237e+00 4.978749209586891489e+00 3.381648063659667969e-01
4.530000000000000000e+03 4.133981152939051107e+00 4.097373856710848194e+00 5.039975133344380076e+00 3.389196395874023438e-01
8.200000000000000000e+01 4.135071929011132852e+00 4.176904797685935478e+00 5.139112695803918385e+00 5.587749481201171875e-01
3.747000000000000000e+03 4.135413551122145037e+00 4.061881043431005089e+00 4.968724263558045529e+00 6.862986087799072266e-01
7.251000000000000000e+03 4.137507345267810166e+00 4.152985086130091652e+00 5.092186419962493105e+00 5.623688697814941406e-01
8.296000000000000000e+03 4.139483533192435338e+00 4.079664313944574516e+00 5.030974905184413259e+00 6.588339805603027344e-01
4.430000000000000000e+03 4.141946201558473817e+00 4.143952832316911028e+00 5.061765717301581091e+00 5.698621273040771484e-01
3.380000000000000000e+03 4.143899334336167861e+00 4.175830135203776550e+00 5.143373899649523295e+00 5.790178775787353516e-01
3.366000000000000000e+03 4.146413998738587736e+00 4.102864505204159684e+00 5.059411107072027569e+00 6.780428886413574219e-01
5.062000000000000000e+03 4.146507705924273424e+00 4.115183498836693765e+00 5.065656026685274149e+00 4.603445529937744141e-01
9.840000000000000000e+02 4.146634496134350201e+00 4.038769895386170816e+00 4.955690570268386885e+00 5.732593536376953125e-01
5.383000000000000000e+03 4.147012542894662701e+00 4.196355282407652432e+00 5.160863409267355095e+00 6.858241558074951172e-01
4.398000000000000000e+03 4.148802058163452600e+00 4.212020188491838901e+00 5.132428811478561670e+00 4.279365539550781250e-01
1.365000000000000000e+03 4.150352627476008749e+00 4.223942609260208592e+00 5.177185112846048654e+00 7.528686523437500000e-01
7.362000000000000000e+03 4.151801037052294419e+00 4.119852258862175098e+00 5.024383247878515313e+00 4.541814327239990234e-01
5.167000000000000000e+03 4.153191582787099989e+00 4.141179823009525585e+00 5.092365456608452412e+00 4.549264907836914062e-01
7.904000000000000000e+03 4.158929349788380136e+00 4.103622226524334948e+00 5.051980575639664295e+00 6.547770500183105469e-01
3.454000000000000000e+03 4.161007727756546259e+00 4.166356095598854559e+00 5.131988095624024915e+00 5.753142833709716797e-01
6.996000000000000000e+03 4.163312501876177407e+00 4.170589358291737270e+00 5.106522934253479029e+00 4.734532833099365234e-01
9.860000000000000000e+03 4.167381310051029075e+00 4.000572300431243455e+00 4.930231070969745666e+00 4.259700775146484375e-01
8.537000000000000000e+03 4.169284314377099676e+00 4.127570775560961636e+00 5.076631623731872267e+00 4.286704063415527344e-01
7.065000000000000000e+03 4.170740395420585500e+00 4.050139444269483135e+00 4.978218540696840222e+00 4.514698982238769531e-01
4.900000000000000000e+02 4.172895885215768708e+00 4.208386128250284131e+00 5.160417535184810056e+00 5.851409435272216797e-01
4.837000000000000000e+03 4.173798987492221890e+00 4.150191531421842051e+00 5.085727063272145188e+00 5.504202842712402344e-01
8.628000000000000000e+03 4.174995234147907297e+00 4.103296231491441404e+00 5.005690215104341867e+00 5.454914569854736328e-01
8.044000000000000000e+03 4.176437580780079983e+00 4.216133965645144421e+00 5.188053713003899503e+00 4.469988346099853516e-01
8.947000000000000000e+03 4.185674573677541588e+00 4.192126404237123793e+00 5.159784606788080374e+00 4.504055976867675781e-01
2.841000000000000000e+03 4.187663772856408784e+00 4.083848221631507514e+00 5.033650849264250660e+00 6.725478172302246094e-01
9.700000000000000000e+03 4.190677812867209084e+00 4.371083460974753976e+00 5.355688728818623900e+00 4.403638839721679688e-01
3.825000000000000000e+03 4.197958933391502612e+00 4.142509790324430341e+00 5.103820989640961869e+00 3.424568176269531250e-01
3.807000000000000000e+03 4.199331873214843469e+00 4.111957734955900889e+00 5.071102229856187193e+00 5.673179626464843750e-01
2.960000000000000000e+03 4.199935535818054788e+00 4.241208941843089164e+00 5.214823644147625004e+00 4.362056255340576172e-01
5.862000000000000000e+03 4.208585311782734095e+00 4.200489696445229626e+00 5.170385715041242669e+00 3.248829841613769531e-01
5.452000000000000000e+03 4.211402170712495341e+00 4.209558158827809038e+00 5.178698119043549930e+00 3.289310932159423828e-01
1.644000000000000000e+03 4.213265541530852865e+00 4.292333302485656255e+00 5.272045716318483066e+00 4.595179557800292969e-01
2.896000000000000000e+03 4.213690793115641320e+00 4.227074846007817577e+00 5.193353702707053543e+00 5.399255752563476562e-01
3.068000000000000000e+03 4.217210598144028211e+00 4.137584763881311467e+00 5.100117046818730238e+00 5.723776817321777344e-01
6.019000000000000000e+03 4.218393161683763992e+00 4.147280263286869939e+00 5.111262109283018162e+00 5.678870677947998047e-01
9.072000000000000000e+03 4.219211639770960254e+00 4.167462168104486331e+00 5.107266525075406349e+00 5.718345642089843750e-01
8.042000000000000000e+03 4.221844477426648368e+00 4.218802904757699146e+00 5.163005175151577753e+00 4.710559844970703125e-01
3.519000000000000000e+03 4.221879461159252500e+00 4.323406917617212741e+00 5.307240295261482999e+00 3.242685794830322266e-01
7.348000000000000000e+03 4.223349165607558575e+00 4.217768837600274878e+00 5.183138339960660090e+00 3.333761692047119141e-01
8.759000000000000000e+03 4.227678151793210048e+00 4.350220446073311820e+00 5.327123632845792933e+00 3.448779582977294922e-01
1.315000000000000000e+03 4.228231292352342408e+00 4.232762353035957936e+00 5.204686596963098211e+00 6.778652667999267578e-01
4.770000000000000000e+03 4.231817168200453949e+00 4.165289855808486763e+00 5.130893140979258860e+00 4.332828521728515625e-01
