# seed  cv_score  training_mse  validation_mse  training_time(s)
6.548000000000000000e+03 3.096694677588323064e+00 3.020797110245382555e+00 3.402937757205656943e+00 6.560761928558349609e-01
8.474000000000000000e+03 3.097252208650756788e+00 3.049353244776974226e+00 3.659245281696668961e+00 1.373136758804321289e+00
8.828000000000000000e+03 3.097675793165041380e+00 3.057937365034218757e+00 3.681713118636216642e+00 1.376118659973144531e+00
6.547000000000000000e+03 3.102619742076193177e+00 3.059747474599819217e+00 3.776260575506736661e+00 1.076646327972412109e+00
8.023000000000000000e+03 3.105447344790106090e+00 2.967448398844683144e+00 3.409955432770021222e+00 7.289218902587890625e-01
5.258000000000000000e+03 3.114868985506084265e+00 3.110140070793334210e+00 3.774619607742247140e+00 9.636757373809814453e-01
9.559000000000000000e+03 3.119740362509153098e+00 3.008034130581189736e+00 3.528923277547211246e+00 8.698501586914062500e-01
5.438000000000000000e+03 3.120476343211357140e+00 3.133956717673505032e+00 3.878502901782458157e+00 5.455169677734375000e-01
3.084000000000000000e+03 3.125674773762895153e+00 3.105230761553822383e+00 3.806436459744888090e+00 5.178709030151367188e-01
1.127000000000000000e+03 3.126180355567402813e+00 3.109083210589295376e+00 3.812613372346681739e+00 1.067114353179931641e+00
3.799000000000000000e+03 3.126858996454347839e+00 3.064970028367217658e+00 3.815899069394991017e+00 1.270815372467041016e+00
2.100000000000000000e+01 3.129516997932531908e+00 3.012825379288684324e+00 3.410837576267843563e+00 8.550789356231689453e-01
4.489000000000000000e+03 3.131997666129408220e+00 3.084335886444666830e+00 3.823451390623772816e+00 6.633849143981933594e-01
8.727000000000000000e+03 3.133831601574361692e+00 3.085992067708865694e+00 3.610877175496106872e+00 9.851515293121337891e-01
5.490000000000000000e+03 3.134641555625928167e+00 3.129317330175905187e+00 3.847184578853661385e+00 7.509090900421142578e-01
4.763000000000000000e+03 3.140575207267978453e+00 3.082024918410213754e+00 3.686001969702021430e+00 1.274477005004882812e+00
8.846000000000000000e+03 3.145726795235519013e+00 3.169692427142551061e+00 3.897261742587009525e+00 1.071471452713012695e+00
9.342000000000000000e+03 3.155392083660323976e+00 3.045274393848631078e+00 3.443193540513317163e+00 1.284638643264770508e+00
4.347000000000000000e+03 3.156940712011925942e+00 3.123181021583725681e+00 3.814340811532804576e+00 1.035050392150878906e+00
7.170000000000000000e+02 3.157171237829724308e+00 3.109276045395692467e+00 3.792328941642895579e+00 1.283996343612670898e+00
2.009000000000000000e+03 3.159494582495930182e+00 3.109409931218578116e+00 3.782057549658931261e+00 7.619891166687011719e-01
5.290000000000000000e+03 3.162101584801336962e+00 3.070126984690980887e+00 3.720089864668980173e+00 9.622950553894042969e-01
7.400000000000000000e+02 3.162650992885982060e+00 3.065192237545494525e+00 3.511879026574852070e+00 7.351844310760498047e-01
8.033000000000000000e+03 3.162946291803142795e+00 3.131668839008829863e+00 3.754642014135194383e+00 1.887217998504638672e+00
2.625000000000000000e+03 3.166234345444370213e+00 3.061131727012313064e+00 3.771855937840189466e+00 5.519616603851318359e-01
3.110000000000000000e+02 3.169506537847911698e+00 3.094505251294179082e+00 3.742113400453477734e+00 1.353844404220581055e+00
4.075000000000000000e+03 3.176893180165904162e+00 3.077719950546374594e+00 3.580905310041376577e+00 1.170351982116699219e+00
8.425000000000000000e+03 3.189837145464801349e+00 3.153427432702259559e+00 3.855355523990315891e+00 4.244611263275146484e-01
4.175000000000000000e+03 3.195346002118841344e+00 3.113926630523355499e+00 3.700909620919327292e+00 6.328165531158447266e-01
7.086000000000000000e+03 3.197483475501290417e+00 3.114349258255577180e+00 3.595916238865393577e+00 1.789965867996215820e+00
3.805000000000000000e+03 3.199274647845743225e+00 3.126882293999407647e+00 3.696001624028834254e+00 1.343043565750122070e+00
8.670000000000000000e+02 3.203141181399382642e+00 3.200485723081856637e+00 3.779896085120490135e+00 4.218134880065917969e-01
7.880000000000000000e+02 3.214240744050570697e+00 3.173672378321015675e+00 3.934205736956442934e+00 1.187030076980590820e+00
2.279000000000000000e+03 3.215681960693156149e+00 3.153557293630337099e+00 3.809159580811638524e+00 8.381981849670410156e-01
2.350000000000000000e+02 3.219434025944396094e+00 3.205442641163468664e+00 3.943576901296503401e+00 1.051023960113525391e+00
9.320000000000000000e+02 3.222809264364845827e+00 3.126655588383643991e+00 3.647286762570704166e+00 1.153924226760864258e+00
5.151000000000000000e+03 3.224219228707068563e+00 3.180872314173174065e+00 3.941268846811528448e+00 6.719062328338623047e-01
2.700000000000000000e+01 3.225226714047647825e+00 3.239602300990927386e+00 3.998078412157544115e+00 5.429520606994628906e-01
2.194000000000000000e+03 3.227733854714036621e+00 3.224220021860904950e+00 3.947623700138966019e+00 7.387957572937011719e-01
7.018000000000000000e+03 3.229801795978725298e+00 3.225185209441085554e+00 3.913068858020539942e+00 5.397467613220214844e-01
9.837000000000000000e+03 3.232617824050444622e+00 3.123802573255909376e+00 3.637525059805672090e+00 5.446395874023437500e-01
1.290000000000000000e+02 3.234970261020821081e+00 3.171544039214500010e+00 3.652836057098001632e+00 7.700412273406982422e-01
2.800000000000000000e+03 3.238494208432159294e+00 3.133560977551206772e+00 3.485651839532185825e+00 8.483963012695312500e-01
3.370000000000000000e+03 3.238724234051871154e+00 3.243240547724808742e+00 3.981078900420462752e+00 7.613699436187744141e-01
9.456000000000000000e+03 3.239082060564010046e+00 3.139969311844123645e+00 3.700676398974770187e+00 1.958308458328247070e+00
9.130000000000000000e+02 3.239328886599962321e+00 3.248069028226062027e+00 3.985180130448640057e+00 1.347859382629394531e+00
2.257000000000000000e+03 3.245442074263075849e+00 3.175175250689332707e+00 3.612949293524530425e+00 1.284790992736816406e+00
9.930000000000000000e+02 3.250268166845247553e+00 3.176737060142570623e+00 3.739739126279790771e+00 1.782961130142211914e+00
3.375000000000000000e+03 3.251763080034675735e+00 3.199590691000421039e+00 3.890335065032491713e+00 8.640604019165039062e-01
4.829000000000000000e+03 3.257127513982012168e+00 3.204996466309637970e+00 3.929888617530176820e+00 7.372014522552490234e-01
4.878000000000000000e+03 3.259788004546679385e+00 3.234466509843876292e+00 3.973190680535108044e+00 9.387426376342773438e-01
5.023000000000000000e+03 3.260047419479187081e+00 3.265249519158042180e+00 4.001151258885061957e+00 6.355166435241699219e-01
7.583000000000000000e+03 3.260828694981868559e+00 3.184409870843209145e+00 3.725989451655962625e+00 1.481078624725341797e+00
5.783000000000000000e+03 3.266183155872046662e+00 3.244370988188670424e+00 3.935282827651225723e+00 9.760460853576660156e-01
1.500000000000000000e+02 3.266496505578353471e+00 3.160860786146840962e+00 3.706418537206114916e+00 5.453171730041503906e-01
5.469000000000000000e+03 3.269314928155843347e+00 3.235456170457016167e+00 3.843945966593917074e+00 8.612883090972900391e-01
4.849000000000000000e+03 3.271811049182666409e+00 3.135771171449988959e+00 3.831504425477604059e+00 6.613972187042236328e-01
5.683000000000000000e+03 3.272751123128050832e+00 3.153270032797994560e+00 3.563870658670294844e+00 7.487118244171142578e-01
7.942000000000000000e+03 3.275578438592899211e+00 3.219953896416966721e+00 3.987611103150750846e+00 1.273216962814331055e+00
7.077000000000000000e+03 3.276139287134152145e+00 3.193116544275023116e+00 3.766076922172881147e+00 9.808449745178222656e-01
7.351000000000000000e+03 3.277522311304343905e+00 3.308099877464907301e+00 4.025383695884867663e+00 6.346495151519775391e-01
9.809000000000000000e+03 3.280017512072774366e+00 3.252481260141169894e+00 3.857717881725017062e+00 1.347400903701782227e+00
7.370000000000000000e+02 3.281964614920755086e+00 3.178160834706861948e+00 3.585489754568328191e+00 9.642348289489746094e-01
3.673000000000000000e+03 3.283707594874949454e+00 3.145245663964387983e+00 3.687382327376049318e+00 7.612750530242919922e-01
8.780000000000000000e+03 3.287572863578130722e+00 3.195241540061716012e+00 3.654176451441847107e+00 8.406035900115966797e-01
1.068000000000000000e+03 3.289021873462819823e+00 3.234504402518243893e+00 3.840747783769082879e+00 4.170262813568115234e-01
8.300000000000000000e+01 3.289233106047602995e+00 3.171872002590132578e+00 3.587209953956464137e+00 8.657503128051757812e-01
8.373000000000000000e+03 3.289787822476866186e+00 3.269060750917137437e+00 3.939749697170679799e+00 1.474992036819458008e+00
7.931000000000000000e+03 3.290639295954805643e+00 3.201690832199264758e+00 3.886365722756471186e+00 6.679081916809082031e-01
7.987000000000000000e+03 3.290700309134413803e+00 3.174008105977581096e+00 3.597155975836042963e+00 1.172204732894897461e+00
5.903000000000000000e+03 3.291032997060847176e+00 3.300870147020122047e+00 3.843429876077555818e+00 6.286158561706542969e-01
6.660000000000000000e+03 3.291287253392216172e+00 3.194402544273005962e+00 3.644996237242180470e+00 1.656269550323486328e+00
5.625000000000000000e+03 3.293276278877941277e+00 3.254626973375933652e+00 3.951438045291380874e+00 1.179134845733642578e+00
1.030000000000000000e+03 3.294308338226302091e+00 3.260116913860488186e+00 4.014532625110303066e+00 1.170041322708129883e+00
5.254000000000000000e+03 3.296523294869332599e+00 3.310552070614247278e+00 4.041709843076066733e+00 5.321679115295410156e-01
3.290000000000000000e+03 3.301708114313146147e+00 3.315038048225499523e+00 4.043104685786468089e+00 1.063650369644165039e+00
2.470000000000000000e+02 3.309214341706295581e+00 3.221170604990270636e+00 3.719232661224872505e+00 1.370795726776123047e+00
1.898000000000000000e+03 3.310361284654035785e+00 3.271387126396296807e+00 4.001857782722889390e+00 1.045105218887329102e+00
1.153000000000000000e+03 3.310633982922290386e+00 3.165884533317955274e+00 3.852037396537354219e+00 7.686550617218017578e-01
8.448000000000000000e+03 3.312697065370168392e+00 3.296428956783221675e+00 4.068892128096544880e+00 8.650698661804199219e-01
3.477000000000000000e+03 3.315228613568740990e+00 3.265035338970827095e+00 3.887745698292915275e+00 1.449707746505737305e+00
8.204000000000000000e+03 3.316363250007266394e+00 3.337775942806171514e+00 4.083685287461252145e+00 1.375734806060791016e+00
6.175000000000000000e+03 3.316535091115663469e+00 3.212172931725127523e+00 3.718537303248532933e+00 1.376042842864990234e+00
4.147000000000000000e+03 3.317449432855352320e+00 3.210586408852738494e+00 3.690174564030096693e+00 1.554431438446044922e+00
7.957000000000000000e+03 3.318155610662343324e+00 3.202160736970505184e+00 3.695909376616448139e+00 1.784410476684570312e+00
9.791000000000000000e+03 3.318923325029195404e+00 3.169334730310678250e+00 3.594595923261808323e+00 6.464500427246093750e-01
8.170000000000000000e+03 3.319040101653074171e+00 3.235853815675497902e+00 3.805873678887440992e+00 7.276310920715332031e-01
4.496000000000000000e+03 3.324693060523563393e+00 3.262230088162474395e+00 3.940558666585054493e+00 9.718708992004394531e-01
3.994000000000000000e+03 3.327616588200274172e+00 3.222353809979291217e+00 3.744493234066003318e+00 1.610035181045532227e+00
9.960000000000000000e+02 3.329355199674019161e+00 3.339740553145122526e+00 4.080592517660299734e+00 1.061679840087890625e+00
8.216000000000000000e+03 3.330124940682545720e+00 3.294375355428007524e+00 3.962489907088800223e+00 5.483517646789550781e-01
7.522000000000000000e+03 3.331847934601486649e+00 3.270910889067079719e+00 3.836132275796427571e+00 5.486130714416503906e-01
8.034000000000000000e+03 3.335897222582885568e+00 3.253988402222284471e+00 3.831072087210771748e+00 1.481768608093261719e+00
8.725000000000000000e+03 3.338371808727560897e+00 3.233219537823674994e+00 3.737384815212222211e+00 1.069654703140258789e+00
3.236000000000000000e+03 3.340256212555713144e+00 3.260135715214865115e+00 3.852581145000104623e+00 1.272108078002929688e+00
4.482000000000000000e+03 3.340957549673098104e+00 3.250555826175137941e+00 3.813114863949902844e+00 9.269509315490722656e-01
5.185000000000000000e+03 3.341813881040949674e+00 3.264147647977277522e+00 3.861264565371628432e+00 1.346544742584228516e+00
8.702000000000000000e+03 3.344512418657147101e+00 3.288631928755448186e+00 3.913507450793404452e+00 1.481778860092163086e+00
4.497000000000000000e+03 3.345510599814880415e+00 3.284527933722871218e+00 3.903418587604906786e+00 1.659115791320800781e+00
4.314000000000000000e+03 3.347018061633493691e+00 3.267674991987615130e+00 3.855669549341992575e+00 1.264612913131713867e+00
3.827000000000000000e+03 3.347359782316023491e+00 3.246194038596346143e+00 3.762228205268177916e+00 1.475088357925415039e+00
7.010000000000000000e+03 3.347699490093011487e+00 3.284122230957088107e+00 3.896104374620788846e+00 7.425599098205566406e-01
2.996000000000000000e+03 3.349413908773892334e+00 3.340714906028906306e+00 4.062858061582992342e+00 1.572727203369140625e+00
1.250000000000000000e+03 3.350379535616271109e+00 3.289127382382790454e+00 3.911919852269765130e+00 8.441810607910156250e-01
9.470000000000000000e+02 3.350677613401061627e+00 3.312476305515522856e+00 4.070166562315914227e+00 5.428981781005859375e-01
1.447000000000000000e+03 3.351019054267086794e+00 3.312312679536601134e+00 3.980196028241623996e+00 9.344420433044433594e-01
4.570000000000000000e+03 3.351223752381213838e+00 3.308357308440035727e+00 3.958716115656359058e+00 9.645924568176269531e-01
9.149000000000000000e+03 3.351354100512879963e+00 3.230408131043188025e+00 3.699214415492606989e+00 9.327862262725830078e-01
8.697000000000000000e+03 3.352768608063423361e+00 3.237341300919593934e+00 3.996791263662105465e+00 7.651655673980712891e-01
1.681000000000000000e+03 3.353335411116120213e+00 3.328345820302391900e+00 3.944793391527831261e+00 3.284907341003417969e-01
7.090000000000000000e+02 3.353337609036191047e+00 3.264461511663192539e+00 3.850146497452596961e+00 5.184159278869628906e-01
8.859000000000000000e+03 3.356123987518071949e+00 3.452296495318333935e+00 4.283809479978193835e+00 9.530174732208251953e-01
1.592000000000000000e+03 3.357518629566981438e+00 3.317224800012538832e+00 4.006307339464783013e+00 9.506559371948242188e-01
2.732000000000000000e+03 3.357966776726145408e+00 3.292442281075025345e+00 3.972892379373247351e+00 1.557749509811401367e+00
1.749000000000000000e+03 3.359207241708179303e+00 3.296958860329799457e+00 4.023319064780483956e+00 5.491709709167480469e-01
8.703000000000000000e+03 3.359463908599658932e+00 3.250145585542353999e+00 3.779299825508255495e+00 1.772443294525146484e+00
5.096000000000000000e+03 3.359774835600499721e+00 3.303456183965077120e+00 3.950816446606486121e+00 1.685875177383422852e+00
7.388000000000000000e+03 3.360585151050398789e+00 3.329032814666019302e+00 4.021695366500205537e+00 1.592454195022583008e+00
8.817000000000000000e+03 3.360761277509292988e+00 3.309061672927551712e+00 3.965692424573854069e+00 9.657981395721435547e-01
4.194000000000000000e+03 3.361566420307547709e+00 3.333837218213424158e+00 4.036341405305333474e+00 8.288843631744384766e-01
3.425000000000000000e+03 3.362197542538399198e+00 3.340674835353151462e+00 4.059784003810273489e+00 7.529606819152832031e-01
5.311000000000000000e+03 3.363256876004675267e+00 3.318437202912480011e+00 4.001435283566054046e+00 1.138160943984985352e+00
1.366000000000000000e+03 3.363326879278766057e+00 3.273753573135213202e+00 3.871384587742756622e+00 1.678095340728759766e+00
8.451000000000000000e+03 3.363471171771830193e+00 3.371706190623163124e+00 4.129263006091632882e+00 1.163925170898437500e+00
9.987000000000000000e+03 3.363879800951834476e+00 3.322650102466396138e+00 4.002956396827487495e+00 6.222193241119384766e-01
2.777000000000000000e+03 3.363974698410429731e+00 3.354861116331345094e+00 4.151576488030128687e+00 5.289969444274902344e-01
9.998000000000000000e+03 3.364627626781630632e+00 3.339053115045851783e+00 4.045006527883606928e+00 1.358685731887817383e+00
8.050000000000000000e+03 3.364941472424580748e+00 3.303742341340211830e+00 3.959516500217317159e+00 7.208981513977050781e-01
6.278000000000000000e+03 3.366236415226259826e+00 3.349856557623178688e+00 4.112981460578261306e+00 5.240161418914794922e-01
9.969000000000000000e+03 3.367439538485314188e+00 3.310215194097639646e+00 3.968490742088738532e+00 9.458286762237548828e-01
1.390000000000000000e+03 3.369149889084718463e+00 3.319969993912712081e+00 3.993621262694935226e+00 7.443776130676269531e-01
1.434000000000000000e+03 3.370138647945942090e+00 3.343231337463221209e+00 4.060690850062831814e+00 1.350742816925048828e+00
4.647000000000000000e+03 3.371009810069143242e+00 3.275997515209422950e+00 3.950518110784863701e+00 4.343636035919189453e-01
2.568000000000000000e+03 3.371113843462514748e+00 3.328719576171572214e+00 4.024729238199920012e+00 1.679972410202026367e+00
3.909000000000000000e+03 3.371426672261422564e+00 3.339160519114682479e+00 4.047173219600405325e+00 4.199965000152587891e-01
5.127000000000000000e+03 3.371769275771193008e+00 3.367899863248269732e+00 4.121235156270646627e+00 8.564431667327880859e-01
8.019000000000000000e+03 3.371914628279892412e+00 3.355212193744641525e+00 4.088463766136375632e+00 1.478448867797851562e+00
2.814000000000000000e+03 3.372024187150518770e+00 3.353217963433518634e+00 4.085852920326018101e+00 1.157515525817871094e+00
9.263000000000000000e+03 3.372579820482795476e+00 3.333161434218477215e+00 4.031096445588518762e+00 1.788749456405639648e+00
7.507000000000000000e+03 3.372903398763378302e+00 3.307598058040459588e+00 3.978424474682531020e+00 4.175796508789062500e-01
2.680000000000000000e+03 3.373442681013588462e+00 3.370421218055358548e+00 4.127551569029189515e+00 9.417765140533447266e-01
3.070000000000000000e+03 3.373666721271681102e+00 3.366552509997775555e+00 4.115011518215845321e+00 8.343331813812255859e-01
6.839000000000000000e+03 3.374078331944579734e+00 3.354518276492181705e+00 4.089488011637020470e+00 5.397646427154541016e-01
9.579000000000000000e+03 3.374657261817291420e+00 3.275519842180293573e+00 3.861510619258436972e+00 8.333044052124023438e-01
9.520000000000000000e+02 3.375213615142456547e+00 3.364991477321976010e+00 4.111270183844088599e+00 1.681886911392211914e+00
2.041000000000000000e+03 3.375394646499087603e+00 3.359845566103307757e+00 4.100724953955279695e+00 7.503676414489746094e-01
8.473000000000000000e+03 3.376347069142651147e+00 3.369818512524361154e+00 4.127577034455931937e+00 8.588373661041259766e-01
3.910000000000000000e+03 3.376579011874971226e+00 3.277632162876080724e+00 3.880544780003340133e+00 8.629088401794433594e-01
1.748000000000000000e+03 3.377539877162991644e+00 3.366439953943183294e+00 4.121231456836383700e+00 1.689369440078735352e+00
9.284000000000000000e+03 3.377610237058787934e+00 3.361630873130106334e+00 4.130374685713165128e+00 1.583196878433227539e+00
4.382000000000000000e+03 3.377659323917137080e+00 3.369194982853192410e+00 4.123893709901661708e+00 1.139817953109741211e+00
3.725000000000000000e+03 3.377734008762567353e+00 3.351398120201356523e+00 4.074822160863440956e+00 1.585147142410278320e+00
7.661000000000000000e+03 3.377810872784580365e+00 3.373243842049173935e+00 4.131158742733409106e+00 1.352922916412353516e+00
4.730000000000000000e+03 3.377902775523801804e+00 3.264206704752914856e+00 3.824834875354340191e+00 1.579559326171875000e+00
4.630000000000000000e+03 3.377967420835572110e+00 3.373464210586832213e+00 4.131692358888971128e+00 1.480809688568115234e+00
5.347000000000000000e+03 3.377991482669788326e+00 3.356516977015552960e+00 4.085985386338579772e+00 1.359823465347290039e+00
1.091000000000000000e+03 3.378274791524651821e+00 3.388698743354967569e+00 4.159145661652452475e+00 1.577477216720581055e+00
4.443000000000000000e+03 3.378407952674824966e+00 3.367281738352970066e+00 4.119818032794584362e+00 5.218405723571777344e-01
3.880000000000000000e+02 3.378457589701408637e+00 3.356942517002122539e+00 4.090888473481534504e+00 1.893599033355712891e+00
3.930000000000000000e+03 3.378901007338248608e+00 3.367981570147574821e+00 4.125757845986682604e+00 9.306831359863281250e-01
1.328000000000000000e+03 3.379830140041318653e+00 3.383017866448148947e+00 4.155192356184998381e+00 8.577966690063476562e-01
8.818000000000000000e+03 3.379908701884956290e+00 3.378350727715279334e+00 4.142073662846393667e+00 1.490831375122070312e+00
8.376000000000000000e+03 3.380517637696004662e+00 3.382091311991473503e+00 4.153010326600555580e+00 1.583228349685668945e+00
5.800000000000000000e+01 3.380684167237474558e+00 3.391435727051928417e+00 4.166425846451816462e+00 6.483266353607177734e-01
5.524000000000000000e+03 3.381169472638183571e+00 3.359741221246311138e+00 4.094867650810839699e+00 9.588201045989990234e-01
1.956000000000000000e+03 3.381287151734652330e+00 3.373041283695169312e+00 4.131771219689579944e+00 6.405241489410400391e-01
5.558000000000000000e+03 3.382557975665813732e+00 3.366997201222311720e+00 4.120243534459975265e+00 6.470241546630859375e-01
9.601000000000000000e+03 3.382827259987694735e+00 3.372607316102585351e+00 4.129932618433138636e+00 7.528562545776367188e-01
1.210000000000000000e+02 3.382990102216322903e+00 3.388194424980183417e+00 4.166303783464766042e+00 9.407017230987548828e-01
6.371000000000000000e+03 3.382993844627319113e+00 3.378008737756068580e+00 4.145700410883872422e+00 1.067956447601318359e+00
2.578000000000000000e+03 3.383170824491867901e+00 3.376671377553414288e+00 4.138015600733917054e+00 1.447087287902832031e+00
3.564000000000000000e+03 3.383323970016176130e+00 3.285283021012511018e+00 4.051928656996206968e+00 7.775905132293701172e-01
5.642000000000000000e+03 3.384127740476364554e+00 3.376555743285304168e+00 4.135661024927924423e+00 1.467135667800903320e+00
2.690000000000000000e+03 3.384627339380652522e+00 3.368530333410931998e+00 4.117786162335684175e+00 1.346243619918823242e+00
5.462000000000000000e+03 3.385489229976986536e+00 3.380738990142207800e+00 4.153214462907878435e+00 1.261872053146362305e+00
8.933000000000000000e+03 3.385874165254989521e+00 3.385196320891187494e+00 4.157916486443366644e+00 1.686394929885864258e+00
8.786000000000000000e+03 3.385997254462926431e+00 3.382305189618611596e+00 4.150752067245089272e+00 4.181780815124511719e-01
8.662000000000000000e+03 3.386291027165342804e+00 3.384880388733053636e+00 4.160234940941763604e+00 9.357502460479736328e-01
3.576000000000000000e+03 3.386488943925205941e+00 3.319028915692431969e+00 4.026596488329883705e+00 1.155925512313842773e+00
8.997000000000000000e+03 3.386521968091007917e+00 3.265574474384087988e+00 3.844481115898134682e+00 7.368676662445068359e-01
8.234000000000000000e+03 3.386704831177662633e+00 3.374664854986627827e+00 4.132354654354165824e+00 8.302738666534423828e-01
7.690000000000000000e+02 3.386920661007287059e+00 3.392953572100977588e+00 4.170046791058481972e+00 1.167669296264648438e+00
1.247000000000000000e+03 3.386963801784919958e+00 3.382978670582704073e+00 4.154789210713888181e+00 8.568267822265625000e-01
6.032000000000000000e+03 3.387316604604817094e+00 3.383382450481739578e+00 4.156029844301320608e+00 7.267534732818603516e-01
6.342000000000000000e+03 3.387321301497409731e+00 3.381535625123943678e+00 4.148174263498513703e+00 1.380122661590576172e+00
2.893000000000000000e+03 3.387620130875211633e+00 3.409873998857932964e+00 4.234366340748618285e+00 6.581211090087890625e-01
9.228000000000000000e+03 3.388411077711153130e+00 3.379477451225596063e+00 4.144878095872811308e+00 1.068076610565185547e+00
2.000000000000000000e+01 3.388822923335341297e+00 3.384858146667475864e+00 4.163644558078789082e+00 1.138050079345703125e+00
7.965000000000000000e+03 3.388941586213962243e+00 3.393687877305957556e+00 4.174571590643291863e+00 1.479705095291137695e+00
5.516000000000000000e+03 3.389322896017320286e+00 3.373571301634091579e+00 4.129023735460888744e+00 1.482340097427368164e+00
4.777000000000000000e+03 3.389781452134422945e+00 3.370473242379631085e+00 4.121051375768773894e+00 7.459883689880371094e-01
9.259000000000000000e+03 3.390161088341165030e+00 3.374109816874296897e+00 4.170512865045057360e+00 9.722807407379150391e-01
8.120000000000000000e+02 3.391440806251143414e+00 3.384917516030997220e+00 4.157602446412859365e+00 1.380758523941040039e+00
7.938000000000000000e+03 3.391999070236130454e+00 3.323468521509731488e+00 3.897381857172137032e+00 1.082956790924072266e+00
9.230000000000000000e+02 3.392635708895261448e+00 3.387351066981380221e+00 4.170239716965150834e+00 1.038289070129394531e+00
1.111000000000000000e+03 3.393262799502076099e+00 3.384945856732940239e+00 4.159122581728383672e+00 1.552466630935668945e+00
5.237000000000000000e+03 3.393709170536820974e+00 3.396099493039562045e+00 4.172557755510000632e+00 4.182772636413574219e-01
6.163000000000000000e+03 3.395172049472267251e+00 3.385872140671582819e+00 4.158975843776705261e+00 5.374743938446044922e-01
1.872000000000000000e+03 3.396085743489108300e+00 3.394635936039477109e+00 4.177356263538782422e+00 6.161770820617675781e-01
2.698000000000000000e+03 3.396179299286564035e+00 3.390857741820802573e+00 4.173941859872780213e+00 1.274955034255981445e+00
1.120000000000000000e+02 3.397036133833617022e+00 3.392144781835477296e+00 4.179679348358589230e+00 1.170309305191040039e+00
4.937000000000000000e+03 3.397410059784304881e+00 3.387060830342182083e+00 4.168685637040959513e+00 1.689340829849243164e+00
2.832000000000000000e+03 3.400394953828043132e+00 3.392634940567215818e+00 4.175839700576981173e+00 1.578292846679687500e+00
4.634000000000000000e+03 3.400941164218345136e+00 3.334684925318898596e+00 4.018103150287427816e+00 9.727673530578613281e-01
3.212000000000000000e+03 3.402973418536098027e+00 3.373891797678404192e+00 4.134578292606442496e+00 6.348137855529785156e-01
1.465000000000000000e+03 3.403040053826916100e+00 3.317016322982878407e+00 3.943874992881013508e+00 1.253225803375244141e+00
9.225000000000000000e+03 3.403147464064402161e+00 3.398482841174922608e+00 4.189444813830822234e+00 7.514734268188476562e-01
6.632000000000000000e+03 3.404629981384471371e+00 3.398803246636993070e+00 4.190556014220189418e+00 7.545399665832519531e-01
5.155000000000000000e+03 3.407074403451333833e+00 3.384315522472861826e+00 4.161109144756261813e+00 1.370356082916259766e+00
9.590000000000000000e+03 3.408031029751112495e+00 3.388682595902174022e+00 4.165059622394998051e+00 5.320112705230712891e-01
8.563000000000000000e+03 3.408036527484732403e+00 3.351628890964652108e+00 4.076562555808964206e+00 1.068341970443725586e+00
9.346000000000000000e+03 3.411543128785080370e+00 3.390885600008727074e+00 4.175028818221592886e+00 1.349479675292968750e+00
1.679000000000000000e+03 3.412239903308729172e+00 3.394152111449288522e+00 4.184508176715683980e+00 7.505464553833007812e-01
1.395000000000000000e+03 3.414526335027660675e+00 3.375333597866396751e+00 4.138702121213598595e+00 1.269557237625122070e+00
7.619000000000000000e+03 3.415611135612596883e+00 3.297312154761819158e+00 3.844059098156050958e+00 1.266756296157836914e+00
4.152000000000000000e+03 3.415984083886918654e+00 3.301096593614386787e+00 4.057369659930444961e+00 4.462449550628662109e-01
7.430000000000000000e+02 3.417202660513781520e+00 3.393853438632900232e+00 4.180287039887435441e+00 6.228137016296386719e-01
3.455000000000000000e+03 3.417618913066636566e+00 3.399310193714408790e+00 4.194314039800739025e+00 9.657635688781738281e-01
7.458000000000000000e+03 3.417938730535423186e+00 3.404958435614166667e+00 4.203380588091473413e+00 1.470761299133300781e+00
5.583000000000000000e+03 3.420271948639813875e+00 3.306732191650782582e+00 3.908591652443471176e+00 5.411643981933593750e-01
8.110000000000000000e+03 3.420322944682998134e+00 3.408128010639781547e+00 4.208577640452496382e+00 1.575768709182739258e+00
2.460000000000000000e+02 3.420797719130673986e+00 3.410014745130372393e+00 4.214081701022429627e+00 1.365896224975585938e+00
2.036000000000000000e+03 3.421605250629948358e+00 3.404339708890379512e+00 4.200410982556498141e+00 1.649654865264892578e+00
2.731000000000000000e+03 3.422219147718402521e+00 3.385839169021588546e+00 4.176634004241188691e+00 1.189484119415283203e+00
1.630000000000000000e+02 3.427802553045656619e+00 3.315301582015993898e+00 3.907797713358152070e+00 1.038692235946655273e+00
6.014000000000000000e+03 3.427892285535717232e+00 3.413468505361053840e+00 4.098414091590852237e+00 5.347509384155273438e-01
4.470000000000000000e+02 3.429510192415011094e+00 3.427910438512973279e+00 4.239545322590028142e+00 1.041252374649047852e+00
5.457000000000000000e+03 3.430207517428237818e+00 3.406425459823321233e+00 4.208322560125351330e+00 1.064416646957397461e+00
2.448000000000000000e+03 3.430679957438429462e+00 3.361102936829024390e+00 4.077308058682032943e+00 1.380384206771850586e+00
8.937000000000000000e+03 3.430888616324389240e+00 3.415544797993399495e+00 4.220929077594833601e+00 1.584211826324462891e+00
9.962000000000000000e+03 3.430949517228088830e+00 3.471600971600863339e+00 4.245479370106581385e+00 7.264661788940429688e-01
3.328000000000000000e+03 3.435219499163354673e+00 3.324701703701039346e+00 3.884817113904214914e+00 5.596895217895507812e-01
